season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2016,BAL,DB,FS,23,,Kendrick Lewis,Kendrick,Lewis,1988-06-16,72,198,Mississippi,00-0027736,13404,07ab211c-4733-4336-b59a-2137f3efe5e8,24112,6653,5659,LewiKe00,12212,713,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lxjcrlhxso6cafgm8rda",,17,REG,,Kendrick,LEW430412,35575,32004c45-5743-0412-2851-ddaceca23f6a,2010,2010,KC,136
2016,BAL,DB,CB,41,,Anthony Levine,Anthony,Levine,1987-03-27,71,200,Tennessee State,00-0027539,13845,04e8ea8f-8424-4196-a0fd-7dff3740c734,24677,7013,6013,,14767,1298,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/svzovt3cpzcy1sz06o0m",EDGE,17,REG,,Anthony,LEV588156,,32004c45-5658-8156-a32d-7fbb1c1a107a,2010,2010,,
2016,BAL,DB,CB,22,,Jimmy Smith,James,Smith,1988-07-26,74,209,Colorado,00-0027965,13963,c3d6c803-1c91-4bd9-956c-7f6c292558c5,24814,7511,6179,SmitJi03,12829,825,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kny06oky2nnb4hbi8hsc",,17,REG,,Jimmy,SMI000006,,3200534d-4900-0006-4388-a92ce29739e7,2011,2011,BAL,27
2016,BAL,DB,CB,24,,Shareece Wright,Shareece,Wright,1987-04-08,71,184,USC,00-0028027,14010,221abfe3-f41c-4c1f-aa88-ca06fc57ed8e,24876,7517,6241,WrigSh00,13104,897,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ilhzmyl1qio3lvsezldn",CB,17,REG,,Shareece,WRI652077,,32005752-4965-2077-5261-a86cb30bfead,2011,2011,,
2016,BAL,DB,CB,31,,Chris Lewis-Harris,Chris,Lewis-Harris,1989-02-11,70,185,Tennessee-Chattanooga,00-0029696,15713,08b0d908-ad25-4b05-8b44-8c60eabb76a8,26571,8566,7624,,14721,1277,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ysvaeegskjeebv1zbczm",CB,17,REG,,Chris,LEW814204,,32004c45-5781-4204-307e-d4e0b3e894ad,2012,2012,,
2016,BAL,DB,SS,33,,Matt Elam,Matt,Elam,1991-09-21,70,208,Florida,00-0030559,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y9boy7grhaidqmrckryz",CB,17,REG,,Matt,ELA551596,,3200454c-4155-1596-e63c-cc3098f55f8d,2013,2013,,
2016,BAL,DB,CB,27,,Sheldon Price,Sheldon,Price,1991-03-26,74,198,UCLA,00-0029825,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gjhh2vt388gllbrpgtxm",,17,REG,,Sheldon,PRI303263,,32005052-4930-3263-a739-7c5e1063ba01,2013,2013,,
2016,BAL,DB,DB,38,,Jumal Rolle,Jumal,Rolle,1990-05-28,72,190,Catawba,00-0029876,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/olumgp30qdolxjlmxs81",,17,REG,,Jumal,ROL522710,,3200524f-4c52-2710-7646-1a86b834241b,2013,2013,,
2016,BAL,DB,DB,42,,Marqueston Huff,Marqueston,Huff,1992-04-06,71,196,Wyoming,00-0031059,16094,ebb13f2b-f29b-4f05-b88a-a522d1935fa3,27650,9300,8757,HuffMa00,16168,1930,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zimixizlvuqvusc1zmv2",SAFETY,17,REG,,Marqueston,HUF218767,,32004855-4621-8767-88ab-bd2d465401a4,2014,2014,,
2016,BAL,DB,CB,36,,Tavon Young,Tavon,Young,1994-03-14,69,177,Temple,00-0032770,2976244,1880777d-9908-4a32-a492-264b4fec967d,29338,10889,10738,YounTa01,18027,3266,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ihyk7bzozsou1ispwrxw",CB,17,REG,,Tavon,TOU297968,,3200544f-5529-7968-7f40-0f008a16f028,2016,2016,,
2016,BAL,DB,CB,39,,Maurice Canady,Maurice,Canady,1994-05-26,73,195,Virginia,00-0032438,2979655,32884cc4-ff90-42d0-b02b-f9a7df6ce6fb,29443,10936,10843,CanaMa00,18125,3364,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nucd8qxwfew7kh3tfygi",,17,REG,,Maurice,CAN149679,,32004341-4e14-9679-82f3-30242a8781d3,2016,2016,BAL,209
2016,BAL,DL,DE,93,,Lawrence Guy,Lawrence,Guy,1990-03-17,76,305,Arizona State,00-0028171,14185,0861a57d-b468-4c21-ba3a-7523b6838ed0,25020,7472,6385,GuyxLa00,14743,1288,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yud0btayqe0okvhdjdff",INTERIOR_LINE,17,REG,,Lawrence,GUY230716,,32004755-5923-0716-9c19-5d5221f839e8,2011,2011,,
2016,BAL,DL,NT,98,,Brandon Williams,Brandon,Williams,1989-02-21,73,340,Missouri Southern,00-0030511,15875,7963d8ea-c627-47cb-b46f-a917abb9e9d7,26717,8678,7875,WillBr02,14906,1383,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mq2b2y109vcikmrknxjf",INTERIOR_LINE,17,REG,,Brandon,WIL156757,,32005749-4c15-6757-b4c6-59a7546684cb,2013,2013,,
2016,BAL,DL,DE,99,,Timmy Jernigan,Timmy,Jernigan,1992-09-24,74,295,Florida State,00-0031170,16785,1de5c7ea-54dd-4a1a-a319-4429ce604b3d,27576,9290,8683,JernTi00,16088,1872,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xanr5ubejzaqrwihwcct",INTERIOR_LINE,17,REG,,Timmy,JER465471,,32004a45-5246-5471-bd34-7727794e868a,2014,2014,,
2016,BAL,DL,DE,96,,Brent Urban,Brent,Urban,1991-05-05,79,300,Virginia,00-0031177,16831,63cef4ac-6e22-497b-9f8c-fbccd0694d17,27662,9415,8769,UrbaBr00,16100,1881,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ghvhhwjcta66czsnkqh2",INTERIOR_LINE,17,REG,,Brent,URB226521,,32005552-4222-6521-9e10-b53573c5cde4,2014,2014,,
2016,BAL,DL,DE,94,,Carl Davis,Carl,Davis,1992-03-02,77,327,Iowa,00-0031938,2511690,50de642a-7e6c-4625-9966-ed8fc64acfa0,28478,10313,9523,DaviCa01,16851,2395,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fxgddl7ilja9z5ufgaiv",,17,REG,,Carl,DAV212103,,32004441-5621-2103-2139-511f8e5bc8e3,2015,2015,BAL,90
2016,BAL,DL,DE,92,,Bronson Kaufusi,Bronson,Kaufusi,1991-07-06,78,285,Brigham Young,00-0033117,2980444,dac819b2-245f-4845-a73e-b6f92fbe3abb,29304,11087,10704,KaufBr01,18000,3239,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pxy1yh8rhca3a6zxtpum",,17,REG,,Bronson,KAU453616,,32004b41-5545-3616-2a4a-59b6a2da5135,2016,2016,BAL,70
2016,BAL,DL,DT,69,,Willie Henry,Willie,Henry,1994-03-20,75,295,Michigan,00-0032409,2977625,389438be-4bd0-4842-9021-b614289b8d98,29366,11056,10766,HenrWi00,18053,3292,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/arr7gxtbc33limkpftjn",,17,REG,,Willie,HEN713344,,32004845-4e71-3344-febf-15d76f5eb46d,2016,2016,BAL,132
2016,BAL,DL,DT,78,,Michael Pierce,Michael,Pierce,1992-11-06,72,339,Samford,00-0032574,2972144,9aa0b292-f4ad-4517-83e9-717567edec19,29759,11313,11101,,18481,3681,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jyjdlttncresc9j0dmo7",INTERIOR_LINE,17,REG,,Michael,PIE424893,,32005049-4542-4893-b68f-ec8569415718,2016,2016,,
2016,BAL,LB,OLB,55,,Terrell Suggs,Terrell,Suggs,1982-10-11,75,265,Arizona State,00-0022161,4468,acc3b2c7-d229-41c6-bee6-0cc0c5c0cf29,6346,3001,1326,SuggTe99,7383,296,13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s8bqh2tllr3pyz03fvrx",EDGE,17,REG,,Terrell,SUG467201,,32005355-4746-7201-659e-cd4b7a972eea,2003,2003,,
2016,BAL,LB,OLB,58,,Elvis Dumervil,Elvis,Dumervil,1984-01-19,71,250,Louisville,00-0024341,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/roe8tanaqdc9jtyw4kfy",EDGE,17,REG,,Elvis,DUM179959,,32004455-4d17-9959-5e7f-6770798e9d0d,2006,2006,,
2016,BAL,LB,OLB,50,,Albert McClellan,Albert,McClellan,1986-06-04,74,250,Marshall,00-0027560,13851,74c595a3-b683-49b3-90f3-fd8327857b1d,24358,7285,6022,,13520,1000,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dlpq9ctkqeiiynhwol33",MLB,17,REG,,Albert,MCC379498,,32004d43-4337-9498-67f8-28207dd9a474,2010,2010,,
2016,BAL,LB,ILB,57,,C.J. Mosley,C.J.,Mosley,1992-06-19,74,241,Alabama,00-0031296,16720,bf5f7564-349a-439a-a8a9-4ddb10448a8d,27545,9380,8652,MoslC.00,16093,1875,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aafgfrfxx1sjdmh6hhhm",MLB,17,REG,,C.J.,MOS361252,,32004d4f-5336-1252-5a5a-3a4856095815,2014,2014,,
2016,BAL,LB,ILB,54,,Zach Orr,Zachary,Orr,1992-06-09,72,237,,00-0030700,,,,,,,,,2,,,17,REG,,Zach,ORR579972,,32004f52-5257-9972-8ad4-0d0b2802e740,2014,2014,,
2016,BAL,LB,OLB,90,,Za'Darius Smith,Za'Darius,Smith,1992-09-08,76,275,Kentucky,00-0031576,3043168,af3599a5-5eb4-4dd4-87ab-e0032ebfa644,28510,10328,9555,SmitZa00,16883,2427,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/go23rugyophht4ytnse0",EDGE,17,REG,,Za'Darius,SMI827086,,3200534d-4982-7086-a9ae-e56c38b472b6,2015,2015,,
2016,BAL,LB,LB,45,,Brennen Beyer,Brennen,Beyer,1992-11-25,75,256,Michigan,00-0031762,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xabyym659bicr6hkuk1w",EDGE,17,REG,,Brennen,BEY165981,,32004245-5916-5981-a4f4-b1a0e88921e3,,,,
2016,BAL,LB,ILB,51,,Kamalei Correa,Kamalei,Correa,1994-04-27,75,245,Boise State,00-0032386,3042874,08c01429-e747-48f1-b38c-8e712fa53c8e,29276,10982,10676,CorrKa00,17977,3216,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tibljabwcwxjlq4ck7wy",,17,REG,,Kamalei,COR649558,,3200434f-5264-9558-4806-39bd665cf0ba,2016,2016,BAL,42
2016,BAL,LB,LB,91,,Matt Judon,Matt,Judon,1992-08-15,75,275,Grand Valley State,00-0032415,3961466,99d79bb9-45aa-4c64-99aa-a92ba2c278af,29380,11083,10780,JudoMa00,18064,3303,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eaazew11tdvga3mbzuue",EDGE,17,REG,,Matt,JUD442977,,32004a55-4444-2977-278b-6fd440b8c2e8,2016,2016,,
2016,BAL,LB,LB,59,,Lamar Louis,Lamar,Louis,1993-10-02,71,232,LSU,00-0032502,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ah6n7grxe0liidtqyxkg",,17,REG,,Lamar,LOU657864,,32004c4f-5565-7864-a8c6-0feef681d765,2016,2016,,
2016,BAL,LB,LB,,,Cavellis Luckett,Cavellis,Luckett,1992-12-06,72,245,,00-0032568,,,,,,,,,,,,17,REG,,Cavellis,LUC609349,,32004c55-4360-9349-a436-88a402716620,,,,
2016,BAL,LB,LB,48,,Patrick Onwuasor,Patrick,Onwuasor,1992-08-22,72,217,Portland State,00-0032573,2576761,a5111f5d-0b0c-4745-874c-672904200c32,29758,11311,11100,,18480,3680,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fy2subrcuff9d8fbbozl",MLB,17,REG,,Patrick,ONW652601,,32004f4e-5765-2601-7cbe-9180c2d17614,2016,2016,,
2016,BAL,OL,G,73,,Marshal Yanda,Marshal,Yanda,1984-09-15,75,305,Iowa,00-0025473,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o2ug1uahjw1wfk4r0c2v",G,17,REG,,Marshal,YAN330781,,32005941-4e33-0781-d707-4350790bc5b3,2007,2007,,
2016,BAL,OL,C,53,,Jeremy Zuttah,Jeremy,Zuttah,1986-06-01,76,300,Rutgers,00-0026223,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bbqbfifmiqyhwpvsu1ax",C,17,REG,,Jeremy,ZUT622937,,32005a55-5462-2937-f6c9-e90bcfb1cb1a,2008,2008,,
2016,BAL,OL,OG,62,,Vladimir Ducasse,Vladimir,Ducasse,1987-10-15,77,325,Massachusetts,00-0027667,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nkffr4bti6sb24hnbnr3",G,17,REG,,Vladimir,DUC019774,,32004455-4301-9774-9703-ebbf614f5697,2010,2010,,
2016,BAL,OL,T,71,,Rick Wagner,Ricky,Wagner,1989-10-21,78,310,Wisconsin,00-0029893,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x9eao5gbwao7qlhioaii",,17,REG,,Ricky,WAG554943,,32005741-4755-4943-6914-3dc47cdfde4d,2013,2013,,
2016,BAL,OL,OG,66,,Ryan Jensen,Ryan,Jensen,1991-05-27,76,310,Colorado State-Pueblo,00-0029895,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yarpol3sucftluj8dd5d",,17,REG,,Ryan,JEN789150,,32004a45-4e78-9150-a3e9-3ee6cf3901c4,2013,2013,,
2016,BAL,OL,OG,64,,John Urschel,John,Urschel,1991-06-24,75,300,Penn State,00-0030996,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bwywx0xfhsrt265p4u0c",,17,REG,,John,URS111903,,32005552-5311-1903-c8c2-027523bf59a0,2014,2014,,
2016,BAL,OL,T,74,,James Hurst,James,Hurst,1991-12-17,77,312,North Carolina,00-0030694,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hp6pnktn6pb0i9q5cpfz",T,17,REG,,James,HUR496348,,32004855-5249-6348-c3a7-2a2a441b214e,2014,2014,,
2016,BAL,OL,T,77,,De'Ondre Wesley,De'Ondre,Wesley,1992-07-28,78,326,Brigham Young,00-0031771,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gk2i449shdzxjzpvozqk",,17,REG,,De'Ondre,WES032381,,32005745-5303-2381-75d0-e88a96594960,2015,2015,,
2016,BAL,OL,OT,79,,Ronnie Stanley,Ronnie,Stanley,1994-03-18,78,320,Notre Dame,00-0032965,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vrkv4ehqre8ynekf5l0t",T,17,REG,,Ronnie,STA458230,,32005354-4145-8230-6d67-2a4d1dc0dc12,2016,2016,,
2016,BAL,OL,OG,72,,Alex Lewis,Alex,Lewis,1992-04-21,78,315,Nebraska,00-0032407,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ovtzwcd5ptaw16algtnt",TE,17,REG,,Alex,LEW035528,,32004c45-5703-5528-b21c-c0d6f154f3e1,2016,2016,,
2016,BAL,OL,OT,67,,Stephane Nembot,Stephane,Nembot,1991-12-07,78,320,Colorado,00-0032570,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/beoliej65hqfeh3czsme",,17,REG,,Stephane,NEM083057,,32004e45-4d08-3057-f018-8276be5c46d8,2016,2016,,
2016,BAL,QB,QB,5,,Joe Flacco,Joe,Flacco,1985-01-16,78,245,Delaware,00-0026158,11252,64797df2-efd3-4b27-86ee-1d48f7edb09f,8795,5648,4332,FlacJo00,611,19,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/puq0loqhg0yeuhpdtykr",QB,17,REG,,Joe,FLA009602,,3200464c-4100-9602-96e8-665718e215c0,2008,2008,,
2016,BAL,QB,QB,15,,Ryan Mallett,Ryan,Mallett,1988-06-05,78,250,Arkansas,00-0028012,14037,f82d4ebb-cda9-4b79-ade0-9ef468d2c101,24861,7243,6226,MallRy00,12771,810,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvn03oot2ttdoog5x0qr",QB,17,REG,,Ryan,MAL262949,,32004d41-4c26-2949-6d23-a9e877326304,2011,2011,,
2016,BAL,RB,FB,44,,Kyle Juszczyk,Kyle,Juszczyk,1991-04-23,73,240,Harvard,00-0029892,16002,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,26753,8930,7912,JuszKy00,14901,1379,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s1l15qz4uthww9ldhrqb",RB,17,REG,,Kyle,JUS812736,,32004a55-5381-2736-6940-2f5c2a0823b7,2013,2013,,
2016,BAL,RB,RB,28,,Terrance West,Terrance,West,1991-01-28,70,225,Towson,00-0031375,16783,46d5a560-8260-44d7-a8db-8adb6fd8f2e9,27622,9282,8729,WestTe00,16142,1912,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vzmf3p3k4ywfa5vjn9za",RB,17,REG,,Terrance,WES395447,,32005745-5339-5447-4e79-696bc77e8745,2014,2014,,
2016,BAL,RB,RB,34,,Lorenzo Taliaferro,Lorenzo,Taliaferro,1991-12-23,72,225,Coastal Carolina,00-0031066,16950,6eba2319-7d5b-44da-bc48-280d3f9e423f,27666,9539,8773,TaliLo00,16099,1880,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kuwhpbnxob4eht6fndqh",,17,REG,,Lorenzo,TAL413914,,32005441-4c41-3914-1af7-e6cad9da90d0,2014,2014,BAL,138
2016,BAL,RB,RB,37,,Javorius Allen,Javorius,Allen,1991-08-27,72,222,Southern California,00-0031577,2577253,9173225c-4e88-4c87-ad78-41aa0d00a1be,28513,10066,9558,AlleJa01,16886,2430,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jguqo1kwlkfamf537de0",,17,REG,,Javorius,ALL469092,,3200414c-4c46-9092-5c78-2e9c81c3e122,2015,2015,,
2016,BAL,RB,RB,30,,Kenneth Dixon,Kenneth,Dixon,1994-01-21,70,212,Louisiana Tech,00-0032411,2971888,997525cb-5d0d-4f3b-bd56-7488b62627ec,29368,10989,10768,DixoKe00,17969,3208,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gzfijcqkmupkv6ajjruz",RB,17,REG,,Kenneth,DIX440855,,32004449-5844-0855-fbe7-7426a38c0ffc,2016,2016,,
2016,BAL,SPEC,P,4,,Sam Koch,Sam,Koch,1982-08-13,73,222,Nebraska,00-0024417,9789,544e4159-3da3-47ad-866c-bf48d7634f25,7952,7073,3148,KochSa20,430,13,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tpbfvjsudoe7ats4ibln",,17,REG,,Sam,KOC420430,,32004b4f-4342-0430-38c8-f7582cd5f048,2006,2006,,
2016,BAL,SPEC,LS,46,,Morgan Cox,Morgan,Cox,1986-04-26,76,233,Tennessee,00-0027557,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aspoc8xzwe4hhat13bb5",,17,REG,,Morgan,COX524880,,3200434f-5852-4880-cd4f-5e8dfeb6ae6c,2010,2010,,
2016,BAL,SPEC,K,9,,Justin Tucker,Justin,Tucker,1989-11-21,73,180,Texas,00-0029597,15683,20a0bad2-d530-4ff4-a2df-5c0a21a1f5db,26534,8398,7604,,14688,1264,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fkbbgxqqvf7fn3qycm8n",,17,REG,,Justin,TUC224643,,32005455-4322-4643-f70e-a24b7ce9db07,2012,2012,,
2016,BAL,TE,TE,82,,Benjamin Watson,Benjamin,Watson,1980-12-18,75,251,Georgia,00-0022943,5557,d81844de-54c3-42ee-9850-072dc4131b6f,6791,3872,1753,WatsBe00,11756,663,12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dorymozpdnrllkqlfzpu",,17,REG,,Benjamin,WAT311042,,32005741-5431-1042-6fe6-3cd4a15a0a0c,2004,2004,NE,32
2016,BAL,TE,TE,88,,Dennis Pitta,Dennis,Pitta,1985-06-29,76,238,Brigham Young,00-0027714,13231,e2577abf-7f24-4987-89f5-51676c39c2f6,24089,6533,5638,PittDe00,11017,527,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/liu0pixlkbyftxesaq06",TE,17,REG,,Dennis,PIT086233,,32005049-5408-6233-a2dd-e52c8093f22d,2010,2010,,
2016,BAL,TE,TE,80,,Crockett Gillmore,Crockett,Gillmore,1991-11-16,78,260,Colorado State,00-0030992,16775,988d1e04-588f-405e-968a-08813d019a72,27627,9555,8734,GillCr00,16083,1868,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wdnss99dxs771hd8ifpn",,17,REG,,Crockett,GIL677592,,32004749-4c67-7592-32e9-78d24666a231,2014,2014,,
2016,BAL,TE,TE,87,,Maxx Williams,Maxx,Williams,1994-04-12,76,250,Minnesota,00-0031558,2970726,52f4a43a-64a9-4d69-a9e2-28bd60f68e49,28443,10128,9488,WillMa04,16816,2360,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vttrtcna6kapymi1d6o3",,17,REG,,Maxx,WIL436992,,32005749-4c43-6992-2dfb-9b194082fb36,2015,2015,BAL,55
2016,BAL,TE,TE,86,,Nick Boyle,Nick,Boyle,1993-02-17,76,260,Delaware,00-0031598,2574591,9480dd9f-151f-4e6d-b5a3-35f07bda4cac,28559,10252,9604,BoylNi00,16931,2474,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rcs5hq9tbccj7lrwiqq2",TE,17,REG,,Nick,BOY688993,,3200424f-5968-8993-3182-029e039889e7,2015,2015,,
2016,BAL,TE,TE,84,,Darren Waller,Darren,Waller,1992-09-13,78,255,Georgia Tech,00-0031610,2576925,14c97c9f-26e8-4944-9299-f90de6aeada3,28592,10215,9637,WallDa01,16964,2505,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/avo1vfnndm2ickx907sj",SLOT_WR,17,REG,,Darren,WAL509040,42547,32005741-4c50-9040-67d6-042691fb535a,2015,2015,,
2016,BAL,WR,WR,89,,Steve Smith,Steve,Smith,1979-05-12,69,195,Utah,00-0020337,2622,a69419b7-3cdc-48b9-b3a3-c50f2bf4e6f1,5521,2263,837,SmitSt01,4358,169,15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k23e0b8cto93he9rt0zc",WR,17,REG,,Steve,SMI733120,,3200534d-4973-3120-1f76-7eb0862a9e02,2001,2001,,
2016,BAL,WR,WR,17,,Mike Wallace,Mike,Wallace,1986-08-01,72,205,Mississippi,00-0026901,12601,b37b5be9-4771-4368-988f-fb936f4fc0ad,9348,6110,5007,WallMi00,8529,365,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dy9z5wbsitf6l9psjq4y",WR,17,REG,,Mike,WAL468678,,32005741-4c46-8678-94ec-26398bd2fb49,2009,2009,,
2016,BAL,WR,WR,11,,Kamar Aiken,Kamar,Aiken,1989-05-30,74,215,Central Florida,00-0028497,14583,3058b3c8-0fa3-4bd4-9df9-6a56a7b4af88,25379,8000,6671,,12722,794,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u0fe10u5kbeyhe65spby",SLOT_WR,17,REG,,Kamar,AIK246111,,32004149-4b24-6111-afa9-5b3bccab5ebc,2011,2011,,
2016,BAL,WR,WR,84,,Chris Matthews,Chris,Matthews,1989-10-06,77,228,Kentucky,00-0028702,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yhaaa3gyqbin9feahr0v",,17,REG,,Chris,MAT534950,,32004d41-5453-4950-f620-42853fb10698,2011,2011,,
2016,BAL,WR,WR,15,,Michael Campanaro,Michael,Campanaro,1991-01-25,69,191,Wake Forest,00-0031025,16832,742796c3-a092-49ab-9b24-dbc224fd11a1,27746,9468,8852,CampMi02,16081,1866,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zpr9fkukakcfyfefypf7",SLOT_WR,17,REG,,Michael,CAM169006,,32004341-4d16-9006-6a0e-9a8306d0de7c,2014,2014,,
2016,BAL,WR,WR,18,,Breshad Perriman,Breshad,Perriman,1993-09-10,74,215,Central Florida,00-0032054,2972460,0dc98d11-34e4-46f6-96a6-7707c6f29500,28414,10069,9459,PerrBr02,16787,2331,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bne5jiks934q5elln42g",WR,17,REG,,Breshad,PER440170,,32005045-5244-0170-6920-f60eb457c1fb,2015,2015,,
2016,BAL,WR,WR,16,,Vince Mayle,Vince,Mayle,1991-06-12,74,228,Washington State,00-0032188,3052066,34cab90e-62e4-4d0c-a7ca-bbba76a2c6b0,28511,10213,9556,MaylVi00,16884,2428,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rosldoxrxcni83bowf2y",,17,REG,,Vince,MAY564719,,32004d41-5956-4719-a2c6-8b07ab38bc55,2015,2015,,
2016,BAL,WR,WR,10,,Chris Moore,Chris,Moore,1993-06-16,73,200,Cincinnati,00-0032398,2576581,0b504d67-639b-4ba8-979a-498a3086257b,29341,10994,10741,MoorCh00,18030,3269,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w64f4bpslvkeonll3sl9",SLOT_WR,17,REG,,Chris,MOO226734,,32004d4f-4f22-6734-ca64-de14861965f9,2016,2016,,
2016,BAL,WR,WR,81,,Keenan Reynolds,Keenan,Reynolds,1993-12-13,70,190,Navy,00-0033078,2970457,b10b366e-6de8-44fb-ba02-1156bb8b3b09,29416,11227,10816,ReynKe00,18099,3338,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hpnvcg53ktrtmxjsglw5",,17,REG,,Keenan,REY406954,,32005245-5940-6954-ff5d-334e27e0f187,,,,
2016,BUF,DB,FS,20,,Corey Graham,Corey,Graham,1985-07-25,72,196,New Hampshire,00-0025555,10611,93ee67e5-08d1-4272-bc6b-d97feaab5d6b,8422,5874,3784,GrahCo99,6853,273,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xay4nrpgnss2wevzwvw3",SAFETY,17,REG,,Corey,GRA137223,,32004752-4113-7223-7e3d-f85b9b90a77a,2007,2007,,
2016,BUF,DB,SS,32,,James Ihedigbo,James,Ihedigbo,1983-12-03,73,214,Massachusetts,00-0025753,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d139to2gazaxhh5vtoms",,17,REG,,James,IHE148317,,32004948-4514-8317-3812-6fff593056c3,2007,2007,,
2016,BUF,DB,FS,33,,Colt Anderson,Colt,Anderson,1985-10-25,70,195,Montana,00-0026578,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rknpd9m4mm4aflc5k6ff",,17,REG,,Colt,AND162908,,3200414e-4416-2908-100a-2d881716ea80,2009,2009,,
2016,BUF,DB,DB,38,,Sergio Brown,Sergio,Brown,1988-05-22,74,207,Notre Dame,00-0027232,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hhwxkycicjy3sddd04wv",CB,17,REG,,Sergio,BRO686791,,32004252-4f68-6791-f104-b7f25066a23b,2010,2010,,
